iter	Passed	Remaining
632	2253	1306
633	2255	1302
634	2258	1298
635	2261	1294
636	2263	1289
637	2265	1285
638	2268	1281
639	2270	1277
640	2273	1273
641	2275	1268
642	2278	1264
643	2280	1260
644	2282	1256
645	2285	1252
646	2287	1248
647	2290	1244
648	2314	1251
649	2319	1248
650	2326	1247
651	2329	1243
652	2335	1241
653	2339	1237
654	2345	1235
655	2348	1231
656	2350	1226
657	2354	1223
658	2357	1219
659	2359	1215
660	2363	1212
661	2366	1208
662	2370	1204
663	2374	1201
664	2377	1197
665	2380	1193
666	2382	1189
667	2386	1186
668	2397	1186
669	2404	1184
670	2408	1181
671	2411	1176
672	2413	1172
673	2415	1168
674	2419	1164
675	2421	1160
676	2424	1156
677	2426	1152
678	2428	1148
679	2432	1144
680	2435	1140
681	2437	1136
682	2440	1132
683	2442	1128
684	2444	1124
685	2448	1120
686	2450	1116
687	2453	1112
688	2456	1108
689	2458	1104
690	2460	1100
691	2464	1096
692	2466	1092
693	2468	1088
694	2471	1084
695	2473	1080
696	2475	1076
697	2479	1072
698	2482	1069
699	2485	1065
700	2488	1061
701	2490	1057
702	2493	1053
703	2495	1049
704	2497	1045
705	2500	1041
706	2502	1037
707	2505	1033
708	2507	1029
709	2510	1025
710	2512	1021
711	2515	1017
712	2517	1013
713	2520	1009
714	2523	1005
715	2525	1001
716	2528	997
717	2530	993
718	2532	989
719	2535	985
720	2538	982
721	2540	978
722	2543	974
723	2545	970
724	2548	966
725	2550	962
726	2553	959
727	2556	955
728	2559	951
729	2561	947
730	2564	943
731	2566	939
732	2569	936
733	2572	932
734	2574	928
735	2577	924
736	2579	920
737	2582	916
738	2585	913
739	2588	909
740	2590	905
741	2592	901
742	2595	897
743	2597	893
744	2600	890
745	2603	886
746	2605	882
747	2607	878
748	2610	874
749	2613	871
750	2616	867
751	2619	863
752	2621	860
753	2624	856
754	2626	852
755	2628	848
756	2632	845
757	2634	841
758	2637	837
759	2639	833
760	2642	829
761	2645	826
762	2648	822
763	2650	818
764	2652	814
765	2655	811
766	2657	807
767	2659	803
768	2662	799
769	2664	796
770	2667	792
771	2669	788
772	2672	784
773	2674	781
774	2677	777
775	2680	773
776	2683	770
777	2685	766
778	2688	762
779	2691	759
780	2693	755
781	2695	751
782	2699	748
783	2701	744
784	2703	740
785	2707	737
786	2709	733
787	2712	729
788	2714	725
789	2717	722
790	2719	718
791	2724	715
792	2726	711
793	2730	708
794	2733	704
795	2737	701
796	2743	698
797	2745	695
798	2749	691
799	2755	688
800	2758	685
801	2760	681
802	2763	677
803	2765	674
804	2770	671
805	2773	667
806	2776	663
807	2778	660
808	2781	656
809	2786	653
810	2789	650
811	2792	646
812	2795	643
813	2800	639
814	2803	636
815	2807	633
816	2812	629
817	2816	626
818	2819	623
819	2822	619
820	2825	615
821	2827	612
822	2833	609
823	2837	606
824	2840	602
825	2843	598
826	2847	595
827	2849	592
828	2852	588
829	2854	584
830	2857	581
831	2860	577
832	2864	574
833	2866	570
834	2869	566
835	2871	563
836	2874	559
837	2877	556
838	2880	552
839	2883	549
840	2885	545
841	2888	541
842	2891	538
843	2893	534
844	2896	531
845	2898	527
846	2901	524
847	2903	520
848	2906	516
849	2908	513
850	2910	509
851	2913	506
852	2915	502
853	2918	498
854	2920	495
855	2923	491
856	2926	488
857	2928	484
858	2931	481
859	2933	477
860	2935	473
861	2939	470
862	2941	466
863	2944	463
864	2946	459
865	2948	456
866	2951	452
867	2954	449
868	2956	445
869	2959	442
870	2961	438
871	2963	435
872	2966	431
873	2969	428
874	2971	424
875	2974	421
876	2976	417
877	2978	413
878	2980	410
879	2984	406
880	2986	403
881	2989	399
882	2991	396
883	2994	392
884	2996	389
885	2999	385
886	3002	382
887	3004	378
888	3006	375
889	3009	371
890	3013	368
891	3016	365
892	3019	361
893	3021	358
894	3023	354
895	3025	351
896	3029	347
897	3031	344
898	3033	340
899	3036	337
900	3038	333
901	3040	330
902	3044	327
903	3046	323
904	3048	320
905	3051	316
906	3053	313
907	3055	309
908	3059	306
909	3061	302
910	3063	299
911	3066	295
912	3068	292
913	3071	288
914	3074	285
915	3076	282
916	3079	278
917	3081	275
918	3083	271
919	3086	268
920	3088	264
921	3091	261
922	3093	258
923	3096	254
924	3098	251
925	3101	247
926	3105	244
927	3108	241
928	3110	237
929	3114	234
930	3116	230
931	3118	227
932	3123	224
933	3126	220
934	3129	217
935	3131	214
936	3136	210
937	3142	207
938	3145	204
939	3147	200
940	3153	197
941	3156	194
942	3158	190
943	3161	187
944	3163	184
945	3168	180
946	3171	177
947	3174	174
948	3176	170
949	3179	167
950	3185	164
951	3189	160
952	3192	157
953	3201	154
954	3205	151
955	3208	147
956	3211	144
957	3215	140
958	3218	137
959	3221	134
960	3230	131
961	3234	127
962	3238	124
963	3240	121
964	3242	117
965	3247	114
966	3250	110
967	3253	107
968	3255	104
969	3260	100
970	3263	97
971	3267	94
972	3270	90
973	3272	87
974	3276	84
975	3279	80
976	3281	77
977	3284	73
978	3288	70
979	3291	67
980	3294	63
981	3297	60
982	3299	57
983	3301	53
984	3304	50
985	3307	46
986	3309	43
987	3312	40
988	3314	36
989	3317	33
990	3319	30
991	3322	26
992	3324	23
993	3326	20
994	3329	16
995	3331	13
996	3334	10
997	3337	6
998	3339	3
999	3342	0
